YearMonth,Year,Month,Store,Sales,Customers,Sales_per_Customer
2013-08,2013,8,951,180829,16906,10.696143381048149
2013-08,2013,8,952,191043,15173,12.590983984709682
2013-08,2013,8,953,136162,14902,9.137162796940007
2013-08,2013,8,954,174290,23453,7.431458662004861
2013-08,2013,8,955,104347,10582,9.86080136080136
2013-08,2013,8,956,130301,13040,9.992407975460123
2013-08,2013,8,957,201670,22818,8.838197913927601
2013-08,2013,8,958,127603,16864,7.566591555977229
2013-08,2013,8,959,178891,19706,9.077996549274333
2013-08,2013,8,960,167485,14392,11.637367982212341
2013-08,2013,8,961,164420,17554,9.366526147886521
2013-08,2013,8,962,154662,22216,6.96173928700036
2013-08,2013,8,963,273812,27207,10.064027639945602
2013-08,2013,8,964,246856,36734,6.7200958240322315
2013-08,2013,8,965,230297,26331,8.74623067866773
2013-08,2013,8,966,115427,14886,7.754064221416096
2013-08,2013,8,967,237626,25002,9.50427965762739
2013-08,2013,8,968,171878,22014,7.807667847733261
2013-08,2013,8,969,80165,13734,5.8369739333042086
2013-08,2013,8,970,80184,10047,7.9808898178560765
2013-08,2013,8,971,206250,25553,8.071459319845028
2013-08,2013,8,972,93417,11089,8.424294345748038
2013-08,2013,8,973,138350,17267,8.012393583135461
2013-08,2013,8,974,282152,34827,8.101530421799179
2013-08,2013,8,975,200531,19507,10.279950786897011
2013-08,2013,8,976,167953,17972,9.345259292232361
2013-08,2013,8,977,129413,13722,9.431059612301414
2013-08,2013,8,978,175945,24257,7.253370161190584
2013-08,2013,8,979,153441,16720,9.177093301435407
2013-08,2013,8,980,176933,14558,12.153661217200165
2013-08,2013,8,981,184789,19949,9.263070830618076
2013-08,2013,8,982,203264,18431,11.028376105474472
2013-08,2013,8,983,317672,43852,7.244184985861534
2013-08,2013,8,984,146730,19160,7.658141962421712
2013-08,2013,8,985,217874,18717,11.640433830207833
2013-08,2013,8,986,152922,21209,7.210240935451931
2013-08,2013,8,987,176475,22959,7.686528158891938
2013-08,2013,8,988,132438,21044,6.293385287968067
2013-08,2013,8,989,126308,13665,9.243175997072814
2013-08,2013,8,990,166824,15630,10.673320537428022
2013-08,2013,8,991,136050,13064,10.414115125535824
2013-08,2013,8,992,143281,18161,7.889488464291614
2013-08,2013,8,993,203242,21132,9.61773613477191
2013-08,2013,8,994,108608,10965,9.904970360237119
2013-08,2013,8,995,221927,19853,11.17851206366796
2013-08,2013,8,996,150983,17168,8.794443150046598
2013-08,2013,8,997,142065,11623,12.222747999655855
2013-08,2013,8,998,105333,13367,7.880077803546047
2013-08,2013,8,999,245336,18753,13.082493467711833
2013-08,2013,8,1000,195110,17532,11.128793064111338
2013-08,2013,8,1001,126937,15447,8.217582702142812
2013-08,2013,8,1002,152094,18572,8.189424940771053
2013-08,2013,8,1003,169414,18870,8.977954425013248
2013-08,2013,8,1004,121905,10748,11.342110160029772
2013-08,2013,8,1005,163277,25528,6.395996552804763
2013-08,2013,8,1006,147316,20801,7.082159511561944
2013-08,2013,8,1007,186646,22363,8.346196842999598
2013-08,2013,8,1008,141427,20034,7.059349106518918
2013-08,2013,8,1009,131973,12810,10.302341920374706
2013-08,2013,8,1010,221619,21809,10.161813930028886
2013-08,2013,8,1011,192035,23673,8.111984116926456
2013-08,2013,8,1012,156153,13132,11.891029546146816
2013-08,2013,8,1013,98977,11233,8.81127036410576
2013-08,2013,8,1014,321810,36470,8.82396490265972
2013-08,2013,8,1015,159586,13690,11.657121986851717
2013-08,2013,8,1016,129986,12367,10.510713996927306
2013-08,2013,8,1017,186269,26899,6.924755567121454
2013-08,2013,8,1018,295814,35564,8.317793274097403
2013-08,2013,8,1019,234867,19741,11.897421609847525
2013-08,2013,8,1020,232405,29720,7.819818304172275
2013-08,2013,8,1021,236216,28925,8.166499567847882
2013-08,2013,8,1022,176145,20518,8.584901062481723
2013-08,2013,8,1023,168316,18075,9.312088520055324
2013-08,2013,8,1024,173011,22743,7.607219803895704
2013-08,2013,8,1025,193574,22800,8.490087719298245
2013-08,2013,8,1026,236370,30785,7.678089978885821
2013-08,2013,8,1027,343335,44973,7.634247214995664
2013-08,2013,8,1028,119872,14091,8.50699027748208
2013-08,2013,8,1029,128614,18156,7.083829037232871
2013-08,2013,8,1030,95768,9470,10.112777191129885
2013-08,2013,8,1031,117079,10488,11.16313882532418
2013-08,2013,8,1032,227868,24975,9.123843843843844
2013-08,2013,8,1033,367548,36056,10.193809629465276
2013-08,2013,8,1034,157435,18322,8.592675472110031
2013-08,2013,8,1035,124691,15104,8.255495233050848
2013-08,2013,8,1036,126710,12509,10.129506755136301
2013-08,2013,8,1037,182743,23378,7.816879117118659
2013-08,2013,8,1038,165457,14081,11.750372842837866
2013-08,2013,8,1039,201571,25882,7.788076655590758
2013-08,2013,8,1040,216214,22450,9.630913140311804
2013-08,2013,8,1041,152668,16419,9.29825202509288
2013-08,2013,8,1042,99531,13504,7.370482819905213
2013-08,2013,8,1043,227510,32459,7.0091500046212145
2013-08,2013,8,1044,171095,23151,7.390393503520366
2013-08,2013,8,1045,281204,36574,7.68863126811396
2013-08,2013,8,1046,219249,18129,12.093827569088202
2013-08,2013,8,1047,121066,13486,8.977161500815662
2013-08,2013,8,1048,175115,14345,12.207389334262809
2013-08,2013,8,1049,103267,16344,6.318343122858542
2013-08,2013,8,1050,200014,14245,14.040996840996842
2013-08,2013,8,1051,160105,22417,7.142124280679841
2013-08,2013,8,1052,182938,19598,9.334523931013369
2013-08,2013,8,1053,235736,27477,8.579393674709758
2013-08,2013,8,1054,161527,18167,8.891231353553145
2013-08,2013,8,1055,199735,25612,7.798492893955959
2013-08,2013,8,1056,84101,8187,10.272505191156712
2013-08,2013,8,1057,183333,18957,9.670992245608483
2013-08,2013,8,1058,171123,16780,10.19803337306317
2013-08,2013,8,1059,214612,30279,7.087816638594405
2013-08,2013,8,1060,180079,21546,8.357885454376682
2013-08,2013,8,1061,168530,12959,13.004861486225789
2013-08,2013,8,1062,163398,15802,10.340336666244779
2013-08,2013,8,1063,108670,14293,7.603022458546142
2013-08,2013,8,1064,231432,26331,8.789335763928449
2013-08,2013,8,1065,108386,12514,8.661179478983538
2013-08,2013,8,1066,272629,28089,9.705899106411763
2013-08,2013,8,1067,145750,12641,11.529942251404162
2013-08,2013,8,1068,104784,7505,13.961892071952033
2013-08,2013,8,1069,158328,21562,7.342918096651516
2013-08,2013,8,1070,179959,22709,7.924567352151129
2013-08,2013,8,1071,155069,19557,7.929079102111776
2013-08,2013,8,1072,161320,16084,10.029843322556578
2013-08,2013,8,1073,169634,22824,7.432264283210656
2013-08,2013,8,1074,128887,14907,8.64607231501979
2013-08,2013,8,1075,317807,30994,10.253823320642706
2013-08,2013,8,1076,82787,12732,6.502277725416274
2013-08,2013,8,1077,109287,12328,8.864941596365997
2013-08,2013,8,1078,161785,13066,12.382136843716516
2013-08,2013,8,1079,235424,19106,12.321993091175546
2013-08,2013,8,1080,244933,20892,11.723769864062799
2013-08,2013,8,1081,158574,29602,5.356867779204108
2013-08,2013,8,1082,176952,27303,6.4810460388968245
2013-08,2013,8,1083,125607,9192,13.66481723237598
2013-08,2013,8,1084,161310,21386,7.5427849995324046
2013-08,2013,8,1085,203852,21001,9.706775867815818
2013-08,2013,8,1086,252051,26953,9.351500760583237
2013-08,2013,8,1087,164759,16813,9.799500386605603
2013-08,2013,8,1088,121603,12097,10.0523270232289
2013-08,2013,8,1089,251458,25408,9.896804156171285
2013-08,2013,8,1090,163856,20663,7.929923050863863
2013-08,2013,8,1091,225079,20058,11.221407917040583
2013-08,2013,8,1092,287522,28380,10.131148696264976
2013-08,2013,8,1093,213232,23015,9.264914186400175
2013-08,2013,8,1094,114022,9532,11.962022660511959
2013-08,2013,8,1095,112538,17041,6.603955166950296
2013-08,2013,8,1096,124536,15215,8.185080512651988
2013-08,2013,8,1097,244390,65832,3.7123283509539435
2013-08,2013,8,1098,129880,18222,7.127647898145099
2013-08,2013,8,1099,277895,38357,7.244961806189222
2013-08,2013,8,1100,137859,17732,7.774588314910895
2013-08,2013,8,1101,267186,28174,9.483424433875204
2013-08,2013,8,1102,170369,17189,9.911513177031823
2013-08,2013,8,1103,113930,9404,12.115057422373457
2013-08,2013,8,1104,141469,11266,12.55716314574827
2013-08,2013,8,1105,107317,12038,8.914852965608905
2013-08,2013,8,1106,136254,16539,8.238345728278615
2013-08,2013,8,1107,155387,16578,9.373084811195561
2013-08,2013,8,1108,140913,15399,9.150789012273524
2013-08,2013,8,1109,122878,11394,10.784447955064069
2013-08,2013,8,1110,116570,13959,8.350884733863458
2013-08,2013,8,1111,143396,12459,11.509430933461754
2013-08,2013,8,1112,281392,22274,12.633204633204633
2013-08,2013,8,1113,181643,21091,8.612346498506472
2013-08,2013,8,1114,559259,93979,5.95089328466998
2013-08,2013,8,1115,151537,10881,13.926753055785314
2013-09,2013,9,1,108867,13212,8.240009082652135
2013-09,2013,9,2,119081,14278,8.340173693794648
2013-09,2013,9,3,163290,18139,9.002150063399306
2013-09,2013,9,4,219550,31040,7.073131443298969
2013-09,2013,9,5,110338,13229,8.340615314838612
2013-09,2013,9,6,151382,17910,8.452372975991066
2013-09,2013,9,7,201378,22894,8.796103782650476
2013-09,2013,9,8,118940,15087,7.88360840458673
2013-09,2013,9,9,141926,13184,10.765018203883495
2013-09,2013,9,10,127694,14356,8.894817497910282
2013-09,2013,9,11,179773,27283,6.589194736649196
2013-09,2013,9,12,170648,20909,8.161461571572051
2013-09,2013,9,13,112776,9012,12.513981358189081
2013-09,2013,9,14,124327,14927,8.329001138875862
2013-09,2013,9,15,153994,16094,9.568410587796695
2013-09,2013,9,16,178185,20816,8.56000192159877
2013-09,2013,9,17,147425,19695,7.485402386392486
2013-09,2013,9,18,145304,17079,8.507758065460507
2013-09,2013,9,19,144069,15153,9.507622253019203
2013-09,2013,9,20,180824,20767,8.707275966677903
2013-09,2013,9,21,127918,12727,10.050915376758073
2013-09,2013,9,22,105199,12248,8.58907576747224
2013-09,2013,9,23,122877,11085,11.084979702300405
2013-09,2013,9,24,210762,20130,10.470044709388972
2013-09,2013,9,25,257732,38269,6.734746139172699
2013-09,2013,9,26,146721,12896,11.37724875930521
2013-09,2013,9,27,212316,25295,8.393595572247479
2013-09,2013,9,28,128954,14794,8.71664188184399
2013-09,2013,9,29,155499,14933,10.413111899819192
2013-09,2013,9,30,138834,21236,6.537671877943115
2013-09,2013,9,31,129436,13844,9.349609939323894
2013-09,2013,9,32,90273,10781,8.373341990538911
2013-09,2013,9,33,197086,20765,9.491259330604382
2013-09,2013,9,34,185479,23370,7.936628155755241
2013-09,2013,9,35,218551,17695,12.351003108222661
2013-09,2013,9,36,221884,26789,8.28265332785845
2013-09,2013,9,37,167322,19085,8.767199371233954
2013-09,2013,9,38,132762,12280,10.811237785016287
2013-09,2013,9,39,106988,14616,7.319923371647509
2013-09,2013,9,40,117350,16123,7.278422129876573
2013-09,2013,9,41,120633,9105,13.249093904448106
2013-09,2013,9,42,229764,26233,8.758586513170433
2013-09,2013,9,43,157561,14590,10.799246058944483
2013-09,2013,9,44,124145,14628,8.486806125239267
2013-09,2013,9,45,124160,9870,12.579533941236068
2013-09,2013,9,46,120453,15564,7.739205859676176
2013-09,2013,9,47,156095,21379,7.3013237288928385
2013-09,2013,9,48,95854,11043,8.680068821878113
2013-09,2013,9,49,161495,12421,13.001771193945737
2013-09,2013,9,50,98251,8458,11.616339560179712
2013-09,2013,9,51,151905,12151,12.501440210682249
2013-09,2013,9,52,184716,13085,14.116622086358426
2013-09,2013,9,53,119643,13879,8.620433748829166
2013-09,2013,9,54,174521,16907,10.322410835748506
2013-09,2013,9,55,82278,10455,7.869727403156385
2013-09,2013,9,56,139683,9894,14.117950272892662
2013-09,2013,9,57,262213,25176,10.415197013028282
2013-09,2013,9,58,140299,12130,11.566281945589447
2013-09,2013,9,59,132505,14131,9.376901847003042
2013-09,2013,9,60,173275,16712,10.368298228817617
2013-09,2013,9,61,102993,12673,8.126962834372288
2013-09,2013,9,62,149615,17261,8.667806036730202
2013-09,2013,9,63,147442,14591,10.10499623055308
2013-09,2013,9,64,231355,18779,12.319878587784228
2013-09,2013,9,65,115540,11032,10.473168963016679
2013-09,2013,9,66,137852,12402,11.115303983228511
2013-09,2013,9,67,172922,18632,9.280914555603264
2013-09,2013,9,68,164538,27151,6.060108283304483
2013-09,2013,9,69,223944,28630,7.82200488997555
2013-09,2013,9,70,147670,16044,9.204063824482672
2013-09,2013,9,71,210476,17874,11.775539890343516
2013-09,2013,9,72,101747,11365,8.952661680598329
2013-09,2013,9,73,105205,12016,8.755409454061251
2013-09,2013,9,74,141335,20416,6.922756661442007
2013-09,2013,9,75,130953,14931,8.77054450472172
2013-09,2013,9,76,209245,22699,9.218247499889863
2013-09,2013,9,77,162316,15486,10.481467131602738
2013-09,2013,9,78,83353,11571,7.203612479474549
2013-09,2013,9,79,121823,13168,9.251442891859051
2013-09,2013,9,80,175177,13779,12.713331881849191
2013-09,2013,9,81,159248,13312,11.962740384615385
2013-09,2013,9,82,202809,19792,10.247018997574777
2013-09,2013,9,83,90243,8262,10.922657952069716
2013-09,2013,9,84,298753,34422,8.67912962640172
2013-09,2013,9,85,202363,28505,7.09921066479565
2013-09,2013,9,86,113366,15092,7.511661807580175
2013-09,2013,9,87,139110,17765,7.830565719110611
2013-09,2013,9,88,141018,14941,9.438324074693796
2013-09,2013,9,89,143011,15416,9.27679034769071
2013-09,2013,9,90,189712,24824,7.642281662906864
2013-09,2013,9,91,117366,14020,8.37132667617689
2013-09,2013,9,92,122425,12297,9.955680247214767
2013-09,2013,9,93,138779,14957,9.278531791134586
2013-09,2013,9,94,164354,15647,10.503866555889308
2013-09,2013,9,95,184074,20963,8.780899680389258
2013-09,2013,9,96,121994,13387,9.11287069545081
2013-09,2013,9,97,149366,16560,9.019685990338164
2013-09,2013,9,98,111612,10513,10.616569961000666
2013-09,2013,9,99,118780,11141,10.661520509828561
2013-09,2013,9,100,179296,16076,11.153023140084597
2013-09,2013,9,101,163525,18815,8.69120382673399
2013-09,2013,9,102,155968,25293,6.166449215197881
2013-09,2013,9,103,98686,9210,10.715092290988057
2013-09,2013,9,104,237866,31731,7.496328511550219
2013-09,2013,9,105,95355,11689,8.157669603901104
2013-09,2013,9,106,197558,19261,10.25689216551581
2013-09,2013,9,107,166206,22436,7.4080049919771795
2013-09,2013,9,108,245272,19837,12.364369612340576
2013-09,2013,9,109,144020,17595,8.185279909065075
2013-09,2013,9,110,103735,14334,7.236988977256872
2013-09,2013,9,111,155812,14295,10.899755159146554
2013-09,2013,9,112,145235,18804,7.723622633482238
2013-09,2013,9,113,187808,18254,10.288594280705599
2013-09,2013,9,114,124878,14877,8.394031054648115
2013-09,2013,9,115,168391,13458,12.51233467082776
2013-09,2013,9,116,164024,17610,9.314253265190233
2013-09,2013,9,117,92256,12027,7.670740833125468
2013-09,2013,9,118,170124,15669,10.85736166953858
2013-09,2013,9,119,135950,15952,8.522442326980944
2013-09,2013,9,120,164683,15368,10.715968245705362
2013-09,2013,9,121,108821,12509,8.699416420177473
2013-09,2013,9,122,178858,23668,7.55695453777252
2013-09,2013,9,123,196166,23625,8.303322751322751
2013-09,2013,9,124,90939,11568,7.8612551867219915
2013-09,2013,9,125,269138,36945,7.284828799566924
2013-09,2013,9,126,272051,13412,20.284148523710112
2013-09,2013,9,127,117910,15387,7.662962240852668
2013-09,2013,9,128,157335,13093,12.016726495073703
2013-09,2013,9,129,213842,27890,7.6673359627106485
2013-09,2013,9,130,117736,13638,8.63293738084763
2013-09,2013,9,131,133547,14694,9.088539539948279
2013-09,2013,9,132,138223,13577,10.180673197318995
2013-09,2013,9,133,129731,16968,7.645627062706271
2013-09,2013,9,134,114556,12045,9.510668327106684
2013-09,2013,9,135,133254,12577,10.595054464498688
2013-09,2013,9,136,134239,11115,12.077282950967161
2013-09,2013,9,137,189307,22741,8.3244800140715
2013-09,2013,9,138,158613,16711,9.491532523487523
2013-09,2013,9,139,148436,12233,12.134063598463174
2013-09,2013,9,140,166296,22244,7.475993526344182
2013-09,2013,9,141,131067,15264,8.586674528301886
2013-09,2013,9,142,105250,13458,7.820627136275821
2013-09,2013,9,143,138315,13304,10.396497294046902
2013-09,2013,9,144,193375,18803,10.28426314949742
2013-09,2013,9,145,200532,33381,6.007369461669812
2013-09,2013,9,146,169535,16461,10.29919202964583
2013-09,2013,9,147,188774,21291,8.866375463811
2013-09,2013,9,148,197668,19114,10.341529768755885
2013-09,2013,9,149,132814,12010,11.058617818484596
2013-09,2013,9,150,184275,18985,9.706347116144325
2013-09,2013,9,151,152445,15444,9.870823620823622
2013-09,2013,9,152,124052,14679,8.450984399482254
2013-09,2013,9,153,162982,15482,10.527192869138354
2013-09,2013,9,154,189533,16993,11.153592655799446
2013-09,2013,9,155,155109,15223,10.189121723707547
2013-09,2013,9,156,159710,16975,9.408541973490427
2013-09,2013,9,157,229660,24528,9.363176777560339
2013-09,2013,9,158,180177,12277,14.67597947381282
2013-09,2013,9,159,176711,16356,10.804047444362926
2013-09,2013,9,160,131131,13420,9.771311475409837
2013-09,2013,9,161,164697,19812,8.312992125984252
2013-09,2013,9,162,172867,13048,13.248543838136113
2013-09,2013,9,163,168942,20434,8.267691103063521
2013-09,2013,9,164,136780,14502,9.43180250999862
2013-09,2013,9,165,93393,10383,8.994799190985264
2013-09,2013,9,166,133882,18949,7.0653860362024385
2013-09,2013,9,167,202216,24287,8.326100382920904
2013-09,2013,9,168,169813,17397,9.76105075587745
2013-09,2013,9,169,180519,18251,9.890910087118515
2013-09,2013,9,170,117027,13323,8.783832470164377
2013-09,2013,9,171,189388,20377,9.294204249889582
2013-09,2013,9,172,150664,19514,7.72081582453623
2013-09,2013,9,173,197249,24739,7.97320021019443
2013-09,2013,9,174,133788,11020,12.140471869328493
2013-09,2013,9,175,134078,16576,8.088682432432432
2013-09,2013,9,176,119188,15149,7.867714040530728
2013-09,2013,9,177,88383,11049,7.999185446646756
2013-09,2013,9,178,225219,21705,10.376364892881824
2013-09,2013,9,179,156536,21740,7.200367985280589
2013-09,2013,9,180,168254,20649,8.148288052690203
2013-09,2013,9,181,148732,16214,9.173060318243493
2013-09,2013,9,182,115468,9404,12.278604849000425
2013-09,2013,9,183,120067,16281,7.3746698605736745
2013-09,2013,9,184,158576,15030,10.550632069194943
2013-09,2013,9,185,157095,12430,12.638374899436846
2013-09,2013,9,186,82239,8744,9.405192131747484
2013-09,2013,9,187,141826,18621,7.616454540572472
2013-09,2013,9,188,106083,9918,10.69600725952813
2013-09,2013,9,189,208800,20443,10.213765102969232
2013-09,2013,9,190,159230,15227,10.457082813423524
2013-09,2013,9,191,158451,18421,8.6016502904294
2013-09,2013,9,192,177130,13642,12.984166544494942
2013-09,2013,9,193,126454,19250,6.569038961038961
2013-09,2013,9,194,110621,10293,10.747206839599729
2013-09,2013,9,195,248718,31641,7.860623874087418
2013-09,2013,9,196,122711,17073,7.187430445733029
2013-09,2013,9,197,155233,19565,7.93421926910299
2013-09,2013,9,198,68240,8394,8.129616392661426
2013-09,2013,9,199,170875,14029,12.180126880034214
2013-09,2013,9,200,176112,23149,7.607758434489611
2013-09,2013,9,201,114166,10277,11.108883915539554
2013-09,2013,9,202,135754,11865,11.441550779603878
2013-09,2013,9,203,142941,19900,7.182964824120603
2013-09,2013,9,204,124950,12624,9.897813688212928
2013-09,2013,9,205,149426,20618,7.247356678630323
2013-09,2013,9,206,156693,19054,8.223627584759106
2013-09,2013,9,207,260177,31471,8.267198373105398
2013-09,2013,9,208,66054,9621,6.865606485812286
2013-09,2013,9,209,145071,16426,8.831791062948984
2013-09,2013,9,210,73457,7721,9.513923066960238
2013-09,2013,9,211,286094,33537,8.530697438649849
2013-09,2013,9,212,110122,11314,9.733250839667669
2013-09,2013,9,213,176362,15593,11.3103315590329
2013-09,2013,9,214,205754,17063,12.058489128523707
2013-09,2013,9,215,138265,11061,12.500226019347256
2013-09,2013,9,216,163427,20800,7.857067307692308
2013-09,2013,9,217,107079,15279,7.008246612998233
2013-09,2013,9,218,120647,17161,7.030301264495076
2013-09,2013,9,219,73979,10104,7.321753760886778
2013-09,2013,9,220,130180,15901,8.186906483868938
2013-09,2013,9,221,128085,12947,9.893025411292191
2013-09,2013,9,222,114116,13342,8.553140458701844
2013-09,2013,9,223,174411,18591,9.381474907213168
2013-09,2013,9,224,139790,10756,12.996467088136853
2013-09,2013,9,225,119939,13432,8.929347826086957
2013-09,2013,9,226,163418,16429,9.946923123744599
2013-09,2013,9,227,130818,13131,9.962531414210646
2013-09,2013,9,228,173564,13766,12.608165044312074
2013-09,2013,9,229,193957,17472,11.101018772893774
2013-09,2013,9,230,170941,22238,7.686887310009893
2013-09,2013,9,231,103106,9176,11.236486486486486
2013-09,2013,9,232,73264,7001,10.464790744179403
2013-09,2013,9,233,213964,24502,8.732511631703535
2013-09,2013,9,234,246850,24042,10.267448631561434
2013-09,2013,9,235,143176,12399,11.547382853455924
2013-09,2013,9,236,162363,20331,7.985981997934189
2013-09,2013,9,237,106244,13761,7.72065983576775
2013-09,2013,9,238,178483,26464,6.744369709794437
2013-09,2013,9,239,132509,12086,10.963842462353135
2013-09,2013,9,240,112567,10914,10.314000366501741
2013-09,2013,9,241,148171,17110,8.659906487434249
2013-09,2013,9,242,96693,8878,10.891304347826088
2013-09,2013,9,243,161791,22627,7.1503513501568925
2013-09,2013,9,244,120218,13053,9.209990040603692
2013-09,2013,9,245,198027,23613,8.386354973955024
2013-09,2013,9,246,167560,22958,7.298545169439847
2013-09,2013,9,247,187686,15815,11.867594056275687
2013-09,2013,9,248,193134,27426,7.0420039378691754
2013-09,2013,9,249,117959,12898,9.145526438207474
2013-09,2013,9,250,177940,14697,12.10723276859223
2013-09,2013,9,251,426385,57085,7.469300166418499
2013-09,2013,9,252,235819,19230,12.263078523140926
2013-09,2013,9,253,138731,17597,7.8837870091492865
2013-09,2013,9,254,63500,5884,10.791978246091094
2013-09,2013,9,255,142338,15520,9.171262886597939
2013-09,2013,9,256,235381,32097,7.333426800012462
2013-09,2013,9,257,122951,15232,8.0718881302521
2013-09,2013,9,258,131517,12227,10.756277091682342
2013-09,2013,9,259,312245,67501,4.625783321728567
2013-09,2013,9,260,157476,22464,7.010149572649572
2013-09,2013,9,261,297915,23350,12.758672376873662
2013-09,2013,9,262,600554,101031,5.944254733695598
2013-09,2013,9,263,83480,8362,9.983257593877063
2013-09,2013,9,264,177031,23721,7.463049618481515
2013-09,2013,9,265,110759,11701,9.465772156225963
2013-09,2013,9,266,119859,13985,8.57053986414015
2013-09,2013,9,267,215248,26593,8.094160117324108
2013-09,2013,9,268,121807,15296,7.963323744769874
2013-09,2013,9,269,218910,30246,7.2376512596707006
2013-09,2013,9,270,216004,28738,7.516319855243928
2013-09,2013,9,271,174725,18893,9.24813422960885
2013-09,2013,9,272,145476,15490,9.39160748870239
2013-09,2013,9,273,159172,17471,9.110640489954783
2013-09,2013,9,274,108799,28177,3.8612698300031942
2013-09,2013,9,275,180141,18501,9.736825036484515
2013-09,2013,9,276,99337,12997,7.643071478033392
2013-09,2013,9,277,150551,13261,11.352914561496116
2013-09,2013,9,278,167570,19323,8.672048853697666
2013-09,2013,9,279,195634,15219,12.85458965766476
2013-09,2013,9,280,149358,13218,11.299591466182479
2013-09,2013,9,281,129579,12904,10.041769993800372
2013-09,2013,9,282,107224,16329,6.566476820380918
2013-09,2013,9,283,159768,17170,9.305066977285964
2013-09,2013,9,284,118764,10389,11.4317066127635
2013-09,2013,9,285,110134,10649,10.342191755094374
2013-09,2013,9,286,120042,10945,10.967747830059388
2013-09,2013,9,287,190916,19809,9.637841385228937
2013-09,2013,9,288,132796,10217,12.997553097778212
2013-09,2013,9,289,149552,13350,11.202397003745318
2013-09,2013,9,290,157865,16148,9.77613326727768
2013-09,2013,9,291,187115,20318,9.209321783640123
2013-09,2013,9,292,128282,16061,7.987173899508125
2013-09,2013,9,293,142195,19071,7.4560851554716585
2013-09,2013,9,294,123541,16795,7.355820184578744
2013-09,2013,9,295,126686,16622,7.621585850078209
2013-09,2013,9,296,158236,18648,8.485413985413986
2013-09,2013,9,297,157533,16908,9.317068843151171
2013-09,2013,9,298,195233,16475,11.850257966616084
2013-09,2013,9,299,178321,20276,8.794683369500888
2013-09,2013,9,300,152030,19990,7.605302651325663
2013-09,2013,9,301,126083,14753,8.546261777265642
2013-09,2013,9,302,78414,7183,10.916608659334539
2013-09,2013,9,303,138588,15988,8.668251188391293
2013-09,2013,9,304,168089,26398,6.367489961360709
2013-09,2013,9,305,112490,11477,9.801341814062908
2013-09,2013,9,306,101946,11252,9.060255954496979
2013-09,2013,9,307,64119,7469,8.584683357879234
2013-09,2013,9,308,224462,23660,9.486982248520711
2013-09,2013,9,309,161853,14431,11.21564687131869
2013-09,2013,9,310,211123,19290,10.944686365992743
2013-09,2013,9,311,153038,19134,7.99822305843002
2013-09,2013,9,312,127098,12812,9.920231033406182
2013-09,2013,9,313,162703,17320,9.3939376443418
2013-09,2013,9,314,117392,13722,8.55502113394549
2013-09,2013,9,315,98096,10828,9.059475434059845
2013-09,2013,9,316,227769,21875,10.412297142857144
2013-09,2013,9,317,122207,13610,8.979206465833945
2013-09,2013,9,318,172395,16071,10.72708605562815
2013-09,2013,9,319,171407,20031,8.557086515900355
2013-09,2013,9,320,343497,49938,6.878469301934398
2013-09,2013,9,321,136517,14004,9.74842902027992
2013-09,2013,9,322,115307,13250,8.702415094339623
2013-09,2013,9,323,162885,14241,11.437750157994524
2013-09,2013,9,324,138794,18334,7.570306534307844
2013-09,2013,9,325,153243,16951,9.040351601675418
2013-09,2013,9,326,109201,9568,11.413147993311037
2013-09,2013,9,327,162442,20993,7.737912637545849
2013-09,2013,9,328,99721,12567,7.9351476088167425
2013-09,2013,9,329,155176,14553,10.662818662818664
2013-09,2013,9,330,93552,10833,8.635834948767654
2013-09,2013,9,331,157389,21843,7.205466282104107
2013-09,2013,9,332,86923,12303,7.065187352678208
2013-09,2013,9,333,225165,30707,7.332692871332269
2013-09,2013,9,334,127617,13752,9.279886561954624
2013-09,2013,9,335,380649,69672,5.463442990010334
2013-09,2013,9,336,325796,47474,6.862619539116148
2013-09,2013,9,337,110092,8763,12.563277416409905
2013-09,2013,9,338,171732,15267,11.248575358616623
2013-09,2013,9,339,116535,16797,6.937846043936418
2013-09,2013,9,340,145301,17194,8.450680469931372
2013-09,2013,9,341,125510,17680,7.098981900452489
2013-09,2013,9,342,274755,21989,12.495111191959616
2013-09,2013,9,343,156546,16342,9.579366050666993
2013-09,2013,9,344,190481,26883,7.0855559275378495
2013-09,2013,9,345,103094,11978,8.60694606779095
2013-09,2013,9,346,154000,14994,10.27077497665733
2013-09,2013,9,347,105278,8803,11.959332045893445
2013-09,2013,9,348,191092,17134,11.152795611065716
2013-09,2013,9,349,172592,18812,9.174569423772061
2013-09,2013,9,350,165450,12631,13.098725358245586
2013-09,2013,9,351,131322,12131,10.82532355123238
2013-09,2013,9,352,151731,15212,9.974428083092295
2013-09,2013,9,353,148570,39312,3.7792531542531544
2013-09,2013,9,354,184143,16580,11.106332931242461
2013-09,2013,9,355,203005,26182,7.75360934993507
2013-09,2013,9,356,123265,10091,12.215340402338718
2013-09,2013,9,357,171216,23546,7.271553554743906
2013-09,2013,9,358,232767,26794,8.687280734492797
2013-09,2013,9,359,157133,14660,10.718485675306958
2013-09,2013,9,360,162198,18259,8.883180897091846
2013-09,2013,9,361,141808,15021,9.440649757006858
2013-09,2013,9,362,211136,25286,8.34991695009096
2013-09,2013,9,363,165940,22483,7.380687630654272
2013-09,2013,9,364,123404,15414,8.00596859997405
2013-09,2013,9,365,121711,13829,8.801142526574589
2013-09,2013,9,366,139288,14456,9.635307138904261
